time_id,hour_24,minute_val,day_part_label
1952,19,52,Evening
1953,19,53,Evening
1954,19,54,Evening
1955,19,55,Evening
1956,19,56,Evening
1957,19,57,Evening
1958,19,58,Evening
1959,19,59,Evening
2000,20,0,Evening
2001,20,1,Evening
2002,20,2,Evening
2003,20,3,Evening
2004,20,4,Evening
2005,20,5,Evening
2006,20,6,Evening
2007,20,7,Evening
2008,20,8,Evening
2009,20,9,Evening
2010,20,10,Evening
2011,20,11,Evening
2012,20,12,Evening
2013,20,13,Evening
2014,20,14,Evening
2015,20,15,Evening
2016,20,16,Evening
2017,20,17,Evening
2018,20,18,Evening
2019,20,19,Evening
2020,20,20,Evening
2021,20,21,Evening
2022,20,22,Evening
2023,20,23,Evening
2024,20,24,Evening
2025,20,25,Evening
2026,20,26,Evening
2027,20,27,Evening
2028,20,28,Evening
2029,20,29,Evening
2030,20,30,Evening
2031,20,31,Evening
2032,20,32,Evening
2033,20,33,Evening
2034,20,34,Evening
2035,20,35,Evening
2036,20,36,Evening
2037,20,37,Evening
2038,20,38,Evening
2039,20,39,Evening
2040,20,40,Evening
2041,20,41,Evening
2042,20,42,Evening
2043,20,43,Evening
2044,20,44,Evening
2045,20,45,Evening
2046,20,46,Evening
2047,20,47,Evening
2048,20,48,Evening
2049,20,49,Evening
2050,20,50,Evening
2051,20,51,Evening
2052,20,52,Evening
2053,20,53,Evening
2054,20,54,Evening
2055,20,55,Evening
2056,20,56,Evening
2057,20,57,Evening
2058,20,58,Evening
2059,20,59,Evening
2100,21,0,Evening
2101,21,1,Evening
2102,21,2,Evening
2103,21,3,Evening
2104,21,4,Evening
2105,21,5,Evening
2106,21,6,Evening
2107,21,7,Evening
2108,21,8,Evening
2109,21,9,Evening
2110,21,10,Evening
2111,21,11,Evening
2112,21,12,Evening
2113,21,13,Evening
2114,21,14,Evening
2115,21,15,Evening
2116,21,16,Evening
2117,21,17,Evening
2118,21,18,Evening
2119,21,19,Evening
2120,21,20,Evening
2121,21,21,Evening
2122,21,22,Evening
2123,21,23,Evening
2124,21,24,Evening
2125,21,25,Evening
2126,21,26,Evening
2127,21,27,Evening
2128,21,28,Evening
2129,21,29,Evening
2130,21,30,Evening
2131,21,31,Evening
2132,21,32,Evening
2133,21,33,Evening
2134,21,34,Evening
2135,21,35,Evening
2136,21,36,Evening
2137,21,37,Evening
2138,21,38,Evening
2139,21,39,Evening
2140,21,40,Evening
2141,21,41,Evening
2142,21,42,Evening
2143,21,43,Evening
2144,21,44,Evening
2145,21,45,Evening
2146,21,46,Evening
2147,21,47,Evening
2148,21,48,Evening
2149,21,49,Evening
2150,21,50,Evening
2151,21,51,Evening
2152,21,52,Evening
2153,21,53,Evening
2154,21,54,Evening
2155,21,55,Evening
2156,21,56,Evening
2157,21,57,Evening
2158,21,58,Evening
2159,21,59,Evening
2200,22,0,Evening
2201,22,1,Evening
2202,22,2,Evening
2203,22,3,Evening
2204,22,4,Evening
2205,22,5,Evening
2206,22,6,Evening
2207,22,7,Evening
2208,22,8,Evening
2209,22,9,Evening
2210,22,10,Evening
2211,22,11,Evening
2212,22,12,Evening
2213,22,13,Evening
2214,22,14,Evening
2215,22,15,Evening
2216,22,16,Evening
2217,22,17,Evening
2218,22,18,Evening
2219,22,19,Evening
2220,22,20,Evening
2221,22,21,Evening
2222,22,22,Evening
2223,22,23,Evening
2224,22,24,Evening
2225,22,25,Evening
2226,22,26,Evening
2227,22,27,Evening
2228,22,28,Evening
2229,22,29,Evening
2230,22,30,Evening
2231,22,31,Evening
2232,22,32,Evening
2233,22,33,Evening
2234,22,34,Evening
2235,22,35,Evening
2236,22,36,Evening
2237,22,37,Evening
2238,22,38,Evening
2239,22,39,Evening
2240,22,40,Evening
2241,22,41,Evening
2242,22,42,Evening
2243,22,43,Evening
2244,22,44,Evening
2245,22,45,Evening
2246,22,46,Evening
2247,22,47,Evening
2248,22,48,Evening
2249,22,49,Evening
2250,22,50,Evening
2251,22,51,Evening
2252,22,52,Evening
2253,22,53,Evening
2254,22,54,Evening
2255,22,55,Evening
2256,22,56,Evening
2257,22,57,Evening
2258,22,58,Evening
2259,22,59,Evening
2300,23,0,Graveyard
2301,23,1,Graveyard
2302,23,2,Graveyard
2303,23,3,Graveyard
2304,23,4,Graveyard
2305,23,5,Graveyard
2306,23,6,Graveyard
2307,23,7,Graveyard
2308,23,8,Graveyard
2309,23,9,Graveyard
2310,23,10,Graveyard
2311,23,11,Graveyard
2312,23,12,Graveyard
2313,23,13,Graveyard
2314,23,14,Graveyard
2315,23,15,Graveyard
2316,23,16,Graveyard
2317,23,17,Graveyard
2318,23,18,Graveyard
2319,23,19,Graveyard
2320,23,20,Graveyard
2321,23,21,Graveyard
2322,23,22,Graveyard
2323,23,23,Graveyard
2324,23,24,Graveyard
2325,23,25,Graveyard
2326,23,26,Graveyard
2327,23,27,Graveyard
2328,23,28,Graveyard
2329,23,29,Graveyard
2330,23,30,Graveyard
2331,23,31,Graveyard
2332,23,32,Graveyard
2333,23,33,Graveyard
2334,23,34,Graveyard
2335,23,35,Graveyard
2336,23,36,Graveyard
2337,23,37,Graveyard
2338,23,38,Graveyard
2339,23,39,Graveyard
2340,23,40,Graveyard
2341,23,41,Graveyard
2342,23,42,Graveyard
2343,23,43,Graveyard
2344,23,44,Graveyard
2345,23,45,Graveyard
2346,23,46,Graveyard
2347,23,47,Graveyard
2348,23,48,Graveyard
2349,23,49,Graveyard
2350,23,50,Graveyard
2351,23,51,Graveyard
2352,23,52,Graveyard
2353,23,53,Graveyard
2354,23,54,Graveyard
2355,23,55,Graveyard
2356,23,56,Graveyard
2357,23,57,Graveyard
2358,23,58,Graveyard
2359,23,59,Graveyard
